player_id,transfer_date,transfer_season,from_club_id,to_club_id,from_club_name,to_club_name,transfer_fee,market_value_in_eur,name,date_of_birth,country_of_citizenship,position,height_in_cm,contract_expiration_date,highest_market_value_in_eur,age_at_transfer,is_owner_mogul,from_club_uefa_coeff,plays_left_foot,plays_right_foot,season_yellow_cards,season_red_cards,season_goals,season_assists,season_minutes_played
134294,2023-01-20,22/23,405,379,Aston Villa,West Ham,12000000,16000000.0,Danny Ings,7/23/1992 0:00,England,Attack,177.0,6/30/2025 0:00,22000000,30,1,,0.0,1.0,3,0,6,1,890
144028,2023-01-20,22/23,1237,11,Brighton,Arsenal,24000000,30000000.0,Leandro Trossard,12/4/1994 0:00,Belgium,Attack,172.0,6/30/2026 0:00,38000000,28,1,,0.0,1.0,1,0,7,3,1327
503987,2023-01-20,22/23,383,631,PSV Eindhoven,Chelsea,35000000,15000000.0,Noni Madueke,3/10/2002 0:00,England,Attack,182.0,6/30/2030 0:00,35000000,20,1,84.0,1.0,0.0,2,0,2,0,472
564529,2023-01-20,22/23,190,1003,FC Copenhagen,Leicester,14000000,4000000.0,Victor Kristiansen,12/16/2002 0:00,Denmark,Defender,181.0,6/30/2028 0:00,15000000,20,0,74.5,1.0,0.0,6,0,1,1,1656
823231,2023-01-19,22/23,1158,989,FC Lorient,Bournemouth,22500000,10000000.0,Dango Ouattara,2/11/2002 0:00,Burkina Faso,Attack,177.0,6/30/2028 0:00,25000000,20,0,,1.0,0.0,3,0,6,6,1553
74230,2023-01-17,22/23,583,543,Paris SG,Wolves,5000000,20000000.0,Pablo Sarabia,5/11/1992 0:00,Spain,Attack,174.0,6/30/2025 0:00,40000000,30,0,223.0,1.0,0.0,2,0,0,0,452
808509,2023-01-16,22/23,1023,703,Palmeiras,Nottm Forest,20000000,25000000.0,Danilo,4/29/2001 0:00,Brazil,Midfield,177.0,6/30/2029 0:00,28000000,21,0,,1.0,0.0,0,0,0,0,0
537860,2023-01-15,22/23,660,631,Shakhtar D.,Chelsea,70000000,40000000.0,Mykhaylo Mudryk,1/5/2001 0:00,Ukraine,Attack,175.0,6/30/2031 0:00,60000000,22,1,146.0,0.0,1.0,5,1,10,8,1433
538977,2023-01-14,22/23,533,399,TSG Hoffenheim,Leeds,40500000,16000000.0,Georginio Rutter,4/20/2002 0:00,France,Attack,182.0,6/30/2028 0:00,28000000,20,0,30.781,1.0,0.0,2,0,2,2,1101
170934,2023-01-13,22/23,417,543,OGC Nice,Wolves,11000000,7000000.0,Mario Lemina,9/1/1993 0:00,Gabon,Midfield,184.0,6/30/2025 0:00,15000000,29,0,28.5,0.0,1.0,1,1,0,0,1012
193098,2023-01-11,22/23,150,405,Real Betis,Aston Villa,13500000,20000000.0,Àlex Moreno,6/8/1993 0:00,Spain,Defender,179.0,5/31/2025 0:00,20000000,29,1,49.0,1.0,0.0,1,0,0,3,1417
748319,2023-01-11,22/23,1444,180,Racing Club,Southampton,13650000,8500000.0,Carlos Alcaraz,11/30/2002 0:00,Argentina,Midfield,183.0,6/30/2029 0:00,15000000,20,0,,0.0,1.0,0,0,0,0,0
119150,2023-01-06,22/23,419,180,Dinamo Zagreb,Southampton,5750000,10000000.0,Mislav Orsic,12/29/1992 0:00,Croatia,Attack,179.0,6/30/2025 0:00,12000000,30,0,72.5,0.0,1.0,1,0,5,1,806
463603,2023-01-05,22/23,162,631,Monaco,Chelsea,38000000,40000000.0,Benoît Badiashile,3/26/2001 0:00,France,Defender,194.0,6/30/2030 0:00,40000000,21,1,86.0,1.0,0.0,5,0,2,0,1289
263361,2023-01-03,22/23,409,399,RB Salzburg,Leeds,12000000,12000000.0,Maximilian Wöber,2/4/1998 0:00,Austria,Defender,188.0,6/30/2027 0:00,14000000,24,0,114.5,1.0,0.0,0,0,0,1,166
434675,2023-01-01,22/23,383,31,PSV Eindhoven,Liverpool,42000000,60000000.0,Cody Gakpo,5/7/1999 0:00,Netherlands,Attack,193.0,6/30/2028 0:00,60000000,23,1,84.0,0.0,1.0,1,0,12,15,1887
743600,2023-01-01,22/23,978,631,Vasco da Gama,Chelsea,12500000,10000000.0,Andrey Santos,5/3/2004 0:00,Brazil,Midfield,180.0,6/30/2025 0:00,25000000,18,1,,0.0,1.0,0,0,0,0,0
787232,2023-01-01,22/23,687,631,Molde FK,Chelsea,12000000,7000000.0,David Datro Fofana,12/22/2002 0:00,Cote d'Ivoire,Attack,180.0,6/30/2025 0:00,12000000,20,1,36.5,0.0,1.0,0,0,1,0,354
967948,2023-01-01,22/23,6954,762,Central Coast,Newcastle,350000,800000.0,Garang Kuol,9/15/2004 0:00,Australia,Attack,175.0,6/30/2026 0:00,800000,18,1,,0.0,1.0,0,0,0,0,0
983989,2023-01-01,22/23,1418,1237,Rosario Central,Brighton,6000000,9000000.0,Facundo Buonanotte,12/23/2004 0:00,Argentina,Midfield,174.0,6/30/2025 0:00,18000000,18,0,,1.0,0.0,0,0,0,0,0
58864,2022-09-01,22/23,131,631,Barcelona,Chelsea,12000000,15000000.0,Pierre-Emerick Aubameyang,6/18/1989 0:00,Gabon,Attack,187.0,6/30/2026 0:00,75000000,33,1,271.0,0.0,1.0,3,0,17,2,2554
126665,2022-09-01,22/23,583,29,Paris SG,Everton,4000000,12000000.0,Idrissa Gueye,9/26/1989 0:00,Senegal,Midfield,174.0,6/30/2025 0:00,30000000,32,1,223.0,0.0,1.0,5,0,4,1,2044
142310,2022-09-01,22/23,543,703,Wolves,Nottm Forest,2600000,6000000.0,Willy Boly,2/3/1991 0:00,Cote d'Ivoire,Defender,195.0,6/30/2025 0:00,18000000,31,0,37.835,0.0,1.0,1,0,0,0,900
168157,2022-09-01,22/23,543,405,Wolves,Aston Villa,15000000,28000000.0,Leander Dendoncker,4/15/1995 0:00,Belgium,Midfield,188.0,6/30/2025 0:00,32000000,27,1,37.835,0.0,1.0,4,0,2,2,2112
238266,2022-09-01,22/23,244,180,Marseille,Southampton,8000000,16000000.0,Duje Caleta-Car,9/17/1996 0:00,Croatia,Defender,193.0,6/30/2027 0:00,25000000,25,0,73.0,0.0,1.0,6,0,2,1,2331
284730,2022-09-01,22/23,16,281,Bor. Dortmund,Man City,20000000,30000000.0,Manuel Akanji,7/19/1995 0:00,Switzerland,Defender,188.0,6/30/2027 0:00,45000000,27,1,184.0,0.0,1.0,3,0,1,0,3031
292808,2022-09-01,22/23,1421,1003,Stade Reims,Leicester,17000000,10000000.0,Wout Faes,4/3/1998 0:00,Belgium,Defender,187.0,6/30/2027 0:00,20000000,24,0,23.515,0.0,1.0,2,0,4,0,3330
423744,2022-09-01,22/23,631,1237,Chelsea,Brighton,8300000,12000000.0,Billy Gilmour,6/11/2001 0:00,Scotland,Midfield,170.0,6/30/2029 0:00,18000000,21,0,236.0,0.0,1.0,2,0,0,2,1959
505219,2022-09-01,22/23,985,29,Man Utd,Everton,10400000,7000000.0,James Garner,3/13/2001 0:00,England,Midfield,182.0,6/30/2026 0:00,22000000,21,1,209.0,0.0,1.0,1,0,0,2,358
506470,2022-09-01,22/23,1181,703,Blackpool,Nottm Forest,2300000,2000000.0,Josh Bowler,3/5/1999 0:00,England,Attack,184.0,6/30/2025 0:00,2000000,23,0,,1.0,0.0,0,0,0,0,0
525287,2022-09-01,22/23,294,931,Benfica,Fulham,5000000,8000000.0,Carlos Vinícius,3/25/1995 0:00,Brazil,Attack,190.0,6/30/2025 0:00,20000000,27,1,170.0,1.0,0.0,8,0,7,7,1466
369567,2022-08-31,22/23,79,543,VfB Stuttgart,Wolves,18000000,25000000.0,Sasa Kalajdzic,7/7/1997 0:00,Austria,Attack,200.0,6/30/2027 0:00,25000000,25,0,30.781,0.0,1.0,2,0,6,2,1221
475411,2022-08-31,22/23,1003,631,Leicester,Chelsea,80400000,40000000.0,Wesley Fofana,12/17/2000 0:00,France,Defender,186.0,6/30/2029 0:00,65000000,21,1,45.0,0.0,1.0,2,0,0,0,630
355915,2022-08-30,22/23,800,148,Atalanta BC,Tottenham,52000000,48000000.0,Cristian Romero,4/27/1998 0:00,Argentina,Defender,185.0,6/30/2027 0:00,65000000,24,1,66.5,0.0,1.0,10,0,1,0,2223
602105,2022-08-30,22/23,610,985,Ajax,Man Utd,95000000,35000000.0,Antony,2/24/2000 0:00,Brazil,Attack,172.0,6/30/2027 0:00,75000000,22,1,164.5,1.0,0.0,6,0,13,10,2610
444523,2022-08-29,22/23,1041,379,Olympique Lyon,West Ham,42950000,35000000.0,Lucas Paquetá,8/27/1997 0:00,Brazil,Midfield,180.0,6/30/2027 0:00,65000000,25,1,120.5,1.0,0.0,4,0,11,7,3277
217115,2022-08-26,22/23,1237,29,Brighton,Everton,11800000,18000000.0,Neal Maupay,8/14/1996 0:00,France,Attack,171.0,6/30/2025 0:00,22000000,26,1,,0.0,1.0,7,0,9,2,2484
260166,2022-08-26,22/23,40,703,G. Bordeaux,Nottm Forest,4000000,7000000.0,Ui-jo Hwang,8/28/1992 0:00,"Korea, South",Attack,185.0,6/30/2025 0:00,7000000,30,0,23.515,1.0,1.0,3,0,11,2,2525
349066,2022-08-26,22/23,681,762,Real Sociedad,Newcastle,70000000,30000000.0,Alexander Isak,9/21/1999 0:00,Sweden,Attack,192.0,6/30/2028 0:00,75000000,22,1,48.5,0.0,1.0,7,0,10,3,2761
181778,2022-08-23,22/23,631,379,Chelsea,West Ham,15400000,14000000.0,Emerson,8/3/1994 0:00,Italy,Defender,176.0,6/30/2026 0:00,30000000,28,1,236.0,1.0,0.0,4,1,1,2,2857
16306,2022-08-22,22/23,418,985,Real Madrid,Man Utd,70650000,40000000.0,Casemiro,2/23/1992 0:00,Brazil,Midfield,185.0,6/30/2026 0:00,80000000,30,1,381.0,0.0,1.0,16,0,1,4,3928
429014,2022-08-19,22/23,543,703,Wolves,Nottm Forest,29500000,11000000.0,Morgan Gibbs-White,1/27/2000 0:00,England,Midfield,171.0,6/30/2027 0:00,40000000,22,0,37.835,0.0,1.0,1,0,0,0,7
622380,2022-08-19,22/23,46,631,Inter,Chelsea,14860000,1000000.0,Cesare Casadei,1/10/2003 0:00,Italy,Midfield,192.0,6/30/2028 0:00,12000000,19,1,133.0,0.0,1.0,0,0,0,0,0
601883,2022-08-18,22/23,336,543,Sporting CP,Wolves,47400000,35000000.0,Matheus Nunes,8/27/1998 0:00,Portugal,Midfield,183.0,6/30/2028 0:00,55000000,23,0,93.5,0.0,1.0,8,0,3,4,3304
228948,2022-08-17,22/23,583,379,Paris SG,West Ham,12000000,22000000.0,Thilo Kehrer,9/21/1996 0:00,Germany,Defender,186.0,6/30/2028 0:00,35000000,25,1,223.0,1.0,1.0,2,0,2,0,1660
349599,2022-08-16,22/23,1050,1237,Villarreal,Brighton,17800000,20000000.0,Pervis Estupiñán,1/21/1998 0:00,Ecuador,Defender,175.0,6/30/2027 0:00,35000000,24,0,137.0,1.0,0.0,5,0,0,2,2345
366930,2022-08-16,22/23,58,281,RSC Anderlecht,Man City,15000000,10000000.0,Sergio Gómez,9/4/2000 0:00,Spain,Attack,171.0,6/30/2030 0:00,15000000,21,1,68.5,1.0,0.0,4,0,5,11,3095
556385,2022-08-16,22/23,410,148,Udinese Calcio,Tottenham,18000000,17000000.0,Destiny Udogie,11/28/2002 0:00,Italy,Defender,188.0,6/30/2030 0:00,45000000,19,1,31.635,1.0,0.0,4,0,5,3,2694
148252,2022-08-14,22/23,800,703,Atalanta BC,Nottm Forest,8300000,20000000.0,Remo Freuler,4/15/1992 0:00,Switzerland,Midfield,180.0,6/30/2026 0:00,25000000,30,0,66.5,0.0,1.0,10,0,2,6,3528
448854,2022-08-13,22/23,1010,703,Watford,Nottm Forest,14800000,14000000.0,Emmanuel Dennis,11/15/1997 0:00,Nigeria,Attack,175.0,6/30/2026 0:00,17000000,24,0,,0.0,1.0,9,0,10,6,2590
272622,2022-08-10,22/23,379,931,West Ham,Fulham,17800000,10000000.0,Issa Diop,1/9/1997 0:00,France,Defender,194.0,6/30/2027 0:00,35000000,25,1,53.5,0.0,1.0,2,0,1,2,1729
540941,2022-08-10,22/23,1038,1148,Sampdoria,Brentford,15000000,15000000.0,Mikkel Damsgaard,7/3/2000 0:00,Denmark,Attack,180.0,6/30/2027 0:00,20000000,22,0,31.635,0.0,1.0,1,0,0,0,613
485706,2022-08-09,22/23,1082,29,LOSC Lille,Everton,39870000,10000000.0,Amadou Onana,8/16/2001 0:00,Belgium,Midfield,195.0,6/30/2029 0:00,55000000,20,1,35.0,0.0,1.0,2,1,1,0,1602
225122,2022-08-08,22/23,1049,543,Valencia,Wolves,32600000,40000000.0,Gonçalo Guedes,11/29/1996 0:00,Portugal,Attack,179.0,6/30/2027 0:00,40000000,25,0,79.0,0.0,1.0,3,0,13,6,3003
469781,2022-08-08,22/23,234,989,Feyenoord,Bournemouth,15000000,17000000.0,Marcos Senesi,5/10/1997 0:00,Argentina,Defender,185.0,6/30/2026 0:00,22000000,25,0,79.5,1.0,0.0,4,0,2,2,2939
234781,2022-08-05,22/23,1132,379,Burnley,West Ham,20700000,15000000.0,Maxwel Cornet,9/27/1996 0:00,Cote d'Ivoire,Attack,179.0,6/30/2025 0:00,18000000,25,1,37.835,1.0,0.0,4,0,9,1,1841
284857,2022-08-05,22/23,1237,631,Brighton,Chelsea,65300000,28000000.0,Marc Cucurella,7/22/1998 0:00,Spain,Defender,173.0,6/30/2028 0:00,55000000,24,1,,1.0,0.0,6,0,1,1,3269
659459,2022-08-04,22/23,405,631,Aston Villa,Chelsea,18000000,6000000.0,Carney Chukwuemeka,10/20/2003 0:00,England,Midfield,187.0,6/30/2028 0:00,15000000,18,1,,0.0,1.0,0,0,0,1,294
72476,2022-08-02,22/23,11,931,Arsenal,Fulham,3600000,9000000.0,Bernd Leno,3/4/1992 0:00,Germany,Goalkeeper,190.0,6/30/2027 0:00,35000000,30,1,171.0,0.0,1.0,0,0,0,0,450
656316,2022-08-02,22/23,432,631,Chicago,Chelsea,9090000,3000000.0,Gabriel Slonina,5/15/2004 0:00,United States,Goalkeeper,193.0,5/31/2025 0:00,9000000,18,1,,0.0,1.0,0,0,0,0,0
399434,2022-08-01,22/23,641,989,Middlesbrough,Bournemouth,11900000,4500000.0,Marcus Tavernier,3/22/1999 0:00,England,Midfield,178.0,6/30/2028 0:00,20000000,23,0,,1.0,0.0,0,0,0,0,0
289592,2022-07-31,22/23,79,703,VfB Stuttgart,Nottm Forest,13000000,15000000.0,Orel Mangala,3/18/1998 0:00,Belgium,Midfield,178.0,6/30/2025 0:00,22000000,24,0,30.781,0.0,1.0,4,0,1,3,2380
584769,2022-07-28,22/23,1132,29,Burnley,Everton,17000000,18000000.0,Dwight McNeil,11/22/1999 0:00,England,Attack,183.0,6/30/2027 0:00,25000000,22,1,37.835,1.0,0.0,2,0,2,5,3248
183321,2022-07-27,22/23,82,931,VfL Wolfsburg,Fulham,5500000,9000000.0,Kevin Mbabu,4/19/1995 0:00,Switzerland,Defender,184.0,6/30/2026 0:00,14000000,27,1,62.5,0.0,1.0,7,0,0,1,1824
480762,2022-07-27,22/23,610,985,Ajax,Man Utd,57370000,32000000.0,Lisandro Martínez,1/18/1998 0:00,Argentina,Defender,175.0,6/30/2027 0:00,50000000,24,1,164.5,1.0,0.0,6,0,3,1,2950
578539,2022-07-27,22/23,27,873,Bayern Munich,Crystal Palace,12000000,7500000.0,Chris Richards,3/28/2000 0:00,United States,Defender,188.0,6/30/2027 0:00,12000000,22,0,314.0,0.0,1.0,1,0,0,2,1357
315867,2022-07-26,22/23,6574,379,Sassuolo,West Ham,38600000,30000000.0,Gianluca Scamacca,1/1/1999 0:00,Italy,Attack,195.0,6/30/2027 0:00,35000000,23,1,31.635,0.0,1.0,1,0,12,2,1644
557612,2022-07-25,22/23,40,180,G. Bordeaux,Southampton,11500000,3000000.0,Sékou Mara,7/30/2002 0:00,France,Attack,184.0,6/30/2029 0:00,12000000,20,0,23.515,0.0,1.0,0,0,1,2,225
203853,2022-07-22,22/23,281,11,Man City,Arsenal,35000000,25000000.0,Oleksandr Zinchenko,12/15/1996 0:00,Ukraine,Defender,175.0,6/30/2026 0:00,42000000,25,1,246.0,1.0,0.0,1,0,0,1,2150
198516,2022-07-20,22/23,1110,703,Huddersfield,Nottm Forest,2400000,2500000.0,Harry Toffolo,8/19/1995 0:00,England,Defender,183.0,6/30/2025 0:00,5000000,26,0,,1.0,0.0,0,0,0,0,0
560694,2022-07-20,22/23,1110,703,Huddersfield,Nottm Forest,9400000,3500000.0,Lewis O'Brien,10/14/1998 0:00,England,Midfield,173.0,12/31/2024 0:00,8000000,23,0,,1.0,0.0,0,0,0,0,0
483348,2022-07-19,22/23,641,148,Middlesbrough,Tottenham,14700000,8000000.0,Djed Spence,8/9/2000 0:00,England,Defender,184.0,6/30/2028 0:00,13000000,21,1,,0.0,1.0,0,0,0,0,0
631996,2022-07-17,22/23,6478,703,LD Alajuelense,Nottm Forest,950000,125000.0,Brandon Aguilera,6/28/2003 0:00,Costa Rica,Midfield,179.0,6/30/2027 0:00,325000,19,0,,1.0,0.0,0,0,0,0,0
134425,2022-07-13,22/23,281,631,Man City,Chelsea,56200000,70000000.0,Raheem Sterling,12/8/1994 0:00,England,Attack,170.0,5/31/2025 0:00,160000000,27,1,246.0,0.0,1.0,5,0,13,12,3582
469050,2022-07-12,22/23,1132,543,Burnley,Wolves,24300000,10000000.0,Nathan Collins,4/30/2001 0:00,Ireland,Defender,193.0,6/30/2029 0:00,25000000,21,0,37.835,0.0,1.0,0,0,0,0,0
644401,2022-07-12,22/23,3008,1148,Hull City,Brentford,19000000,12000000.0,Keane Lewis-Potter,2/22/2001 0:00,England,Attack,170.0,6/30/2028 0:00,18000000,21,0,37.835,0.0,1.0,0,0,0,0,0
203394,2022-07-11,22/23,985,931,Man Utd,Fulham,9500000,7500000.0,Andreas Pereira,1/1/1996 0:00,Brazil,Midfield,178.0,6/30/2026 0:00,20000000,26,1,209.0,0.0,1.0,7,0,1,4,828
543387,2022-07-11,22/23,826,873,Lens,Crystal Palace,22600000,15000000.0,Cheick Doucouré,1/8/2000 0:00,Mali,Midfield,180.0,6/30/2029 0:00,35000000,22,0,,0.0,1.0,8,0,2,1,2633
424881,2022-07-10,22/23,27,703,Bayern Munich,Nottm Forest,8500000,7000000.0,Omar Richards,2/15/1998 0:00,England,Defender,174.0,6/30/2025 0:00,7000000,24,0,314.0,1.0,0.0,0,0,0,0,0
503680,2022-07-10,22/23,31,703,Liverpool,Nottm Forest,20000000,8000000.0,Neco Williams,4/13/2001 0:00,Wales,Defender,183.0,6/30/2026 0:00,20000000,21,0,225.0,0.0,1.0,1,0,0,1,587
468198,2022-07-09,22/23,124,180,Rangers,Southampton,7100000,10000000.0,Joe Aribo,7/21/1996 0:00,Nigeria,Midfield,183.0,6/30/2026 0:00,15000000,25,0,55.25,1.0,0.0,3,0,7,7,2857
591949,2022-07-09,22/23,1025,1148,Bologna,Brentford,14250000,18000000.0,Aaron Hickey,6/10/2002 0:00,Scotland,Defender,185.0,6/30/2026 0:00,30000000,20,0,,1.0,1.0,3,1,0,0,786
506189,2022-07-07,22/23,2288,379,Swansea,West Ham,10650000,2000000.0,Flynn Downes,1/20/1999 0:00,England,Midfield,178.0,6/30/2028 0:00,13000000,23,1,37.835,0.0,1.0,0,0,0,0,0
512385,2022-07-07,22/23,234,399,Feyenoord,Leeds,25000000,25000000.0,Luis Sinisterra,6/17/1999 0:00,Colombia,Attack,172.0,,25000000,23,0,79.5,0.0,1.0,4,0,4,7,1563
291200,2022-07-06,22/23,39,703,1.FSV Mainz 05,Nottm Forest,13800000,18000000.0,Moussa Niakhaté,3/8/1996 0:00,Senegal,Defender,190.0,6/30/2028 0:00,18000000,26,0,30.781,1.0,0.0,10,0,3,1,3077
332705,2022-07-06,22/23,23826,399,RB Leipzig,Leeds,17000000,17000000.0,Tyler Adams,2/14/1999 0:00,United States,Midfield,175.0,6/30/2028 0:00,20000000,23,0,101.0,0.0,1.0,4,0,2,1,2467
339340,2022-07-05,22/23,234,985,Feyenoord,Man Utd,15000000,17000000.0,Tyrell Malacia,8/17/1999 0:00,Netherlands,Defender,169.0,6/30/2026 0:00,22000000,22,1,79.5,1.0,0.0,7,0,0,1,2753
257455,2022-07-04,22/23,336,931,Sporting CP,Fulham,24900000,25000000.0,João Palhinha,7/9/1995 0:00,Portugal,Midfield,190.0,6/30/2028 0:00,60000000,27,1,93.5,0.0,1.0,9,0,1,0,2782
351749,2022-07-04,22/23,399,281,Leeds,Man City,49000000,50000000.0,Kalvin Phillips,12/2/1995 0:00,England,Midfield,179.0,6/30/2025 0:00,50000000,26,1,,0.0,1.0,11,0,1,2,2519
363205,2022-07-04,22/23,281,11,Man City,Arsenal,52200000,50000000.0,Gabriel Jesus,4/3/1997 0:00,Brazil,Attack,175.0,6/30/2027 0:00,80000000,25,1,246.0,0.0,1.0,3,0,14,5,2941
536507,2022-07-03,22/23,1095,703,Troyes,Nottm Forest,10000000,4000000.0,Giulian Biancone,3/31/2000 0:00,France,Defender,187.0,6/30/2025 0:00,8000000,22,0,,0.0,1.0,7,0,1,0,1643
75458,2022-07-01,22/23,12,405,AS Roma,Aston Villa,3500000,2000000.0,Robin Olsen,1/8/1990 0:00,Sweden,Goalkeeper,196.0,6/30/2025 0:00,10000000,32,1,161.0,0.0,1.0,1,0,0,0,960
80444,2022-07-01,22/23,131,405,Barcelona,Aston Villa,20000000,20000000.0,Philippe Coutinho,6/12/1992 0:00,Brazil,Midfield,172.0,6/30/2025 0:00,150000000,30,1,271.0,0.0,1.0,0,0,5,3,870
120629,2022-07-01,22/23,583,379,Paris SG,West Ham,9300000,8000000.0,Alphonse Areola,2/27/1993 0:00,France,Goalkeeper,195.0,6/30/2027 0:00,17500000,29,1,223.0,0.0,1.0,2,0,0,0,3240
192080,2022-07-01,22/23,1132,762,Burnley,Newcastle,11500000,15000000.0,Nick Pope,4/19/1992 0:00,England,Goalkeeper,198.0,6/30/2026 0:00,20000000,30,1,37.835,0.0,1.0,1,0,0,0,2880
250478,2022-07-01,22/23,405,762,Aston Villa,Newcastle,17500000,17000000.0,Matt Targett,9/18/1995 0:00,England,Defender,183.0,6/30/2026 0:00,17000000,26,1,,1.0,0.0,7,0,0,2,3405
292246,2022-07-01,22/23,23826,543,RB Leipzig,Wolves,16700000,16000000.0,Hee-chan Hwang,1/26/1996 0:00,"Korea, South",Attack,177.0,6/30/2028 0:00,25000000,26,0,101.0,0.0,1.0,3,0,3,3,756
295313,2022-07-01,22/23,89,703,Union Berlin,Nottm Forest,20500000,20000000.0,Taiwo Awoniyi,8/12/1997 0:00,Nigeria,Attack,183.0,6/30/2027 0:00,30000000,24,0,30.781,0.0,1.0,0,0,5,4,1456
329145,2022-07-01,22/23,368,405,Sevilla FC,Aston Villa,31000000,40000000.0,Diego Carlos,3/15/1993 0:00,Brazil,Defender,185.0,6/30/2026 0:00,50000000,29,1,217.0,0.0,1.0,16,0,1,1,4406
336869,2022-07-01,22/23,27,399,Bayern Munich,Leeds,12000000,7000000.0,Marc Roca,11/26/1996 0:00,Spain,Midfield,184.0,6/30/2029 0:00,30000000,25,0,314.0,1.0,0.0,3,0,0,0,520
361093,2022-07-01,22/23,1082,762,LOSC Lille,Newcastle,37000000,30000000.0,Sven Botman,1/12/2000 0:00,Netherlands,Defender,195.0,6/30/2027 0:00,45000000,22,1,35.0,1.0,0.0,5,0,0,1,3974
361914,2022-07-01,22/23,273,379,Stade Rennais,West Ham,35000000,12000000.0,Nayef Aguerd,3/30/1996 0:00,Morocco,Defender,190.0,6/30/2025 0:00,38000000,26,1,44.0,1.0,0.0,6,0,3,1,3421
369684,2022-07-01,22/23,409,399,RB Salzburg,Leeds,13000000,15000000.0,Rasmus Kristensen,7/11/1997 0:00,Denmark,Defender,187.0,6/30/2025 0:00,15000000,24,0,114.5,0.0,1.0,0,0,0,0,0
378710,2022-07-01,22/23,29,148,Everton,Tottenham,58000000,48000000.0,Richarlison,5/10/1997 0:00,Brazil,Attack,184.0,6/30/2027 0:00,65000000,25,1,37.835,0.0,1.0,5,1,10,3,3158
393323,2022-07-01,22/23,409,399,RB Salzburg,Leeds,32840000,25000000.0,Brenden Aaronson,10/22/2000 0:00,United States,Midfield,177.0,6/30/2027 0:00,30000000,21,0,114.5,0.0,1.0,0,0,0,0,0
410425,2022-07-01,22/23,1237,148,Brighton,Tottenham,29200000,35000000.0,Yves Bissouma,8/30/1996 0:00,Mali,Midfield,182.0,6/30/2026 0:00,35000000,25,1,,0.0,1.0,9,1,2,0,3335
418560,2022-07-01,22/23,16,281,Bor. Dortmund,Man City,60000000,150000000.0,Erling Haaland,7/21/2000 0:00,Norway,Attack,195.0,6/30/2027 0:00,200000000,21,1,184.0,1.0,0.0,4,0,41,12,3540
425306,2022-07-01,22/23,626,11,New England,Arsenal,5900000,5000000.0,Matt Turner,6/24/1994 0:00,United States,Goalkeeper,191.0,6/30/2025 0:00,10000000,28,1,,0.0,1.0,0,0,0,0,0
467563,2022-07-01,22/23,80,180,VfL Bochum,Southampton,12000000,10000000.0,Armel Bella-Kotchap,12/11/2001 0:00,Germany,Defender,190.0,6/30/2026 0:00,20000000,20,0,,0.0,1.0,0,0,0,0,0
537598,2022-07-01,22/23,720,11,FC Porto,Arsenal,35000000,25000000.0,Fábio Vieira,5/30/2000 0:00,Portugal,Midfield,170.0,6/30/2025 0:00,30000000,22,1,183.0,1.0,0.0,2,0,1,1,550
546543,2022-07-01,22/23,294,31,Benfica,Liverpool,85000000,55000000.0,Darwin Núñez,6/24/1999 0:00,Uruguay,Attack,187.0,6/30/2028 0:00,70000000,23,1,170.0,0.0,1.0,2,0,11,12,2554
559263,2022-07-01,22/23,931,31,Fulham,Liverpool,9400000,12000000.0,Fábio Carvalho,8/30/2002 0:00,Portugal,Midfield,170.0,6/30/2029 0:00,20000000,19,1,,0.0,1.0,0,0,1,0,263
633652,2022-07-01,22/23,370,31,Aberdeen FC,Liverpool,4900000,5000000.0,Calvin Ramsay,7/31/2003 0:00,Scotland,Defender,177.0,5/31/2025 0:00,5000000,18,1,13.0,0.0,1.0,1,0,0,1,313
658536,2022-07-01,22/23,2778,1237,Nordsjaelland,Brighton,8000000,1500000.0,Simon Adingra,1/1/2002 0:00,Cote d'Ivoire,Attack,175.0,6/30/2026 0:00,30000000,20,0,10.755,0.0,1.0,1,0,0,0,101
660867,2022-07-01,22/23,9875,1237,Libertad,Brighton,11600000,11000000.0,Julio Enciso,1/23/2004 0:00,Paraguay,Midfield,173.0,6/30/2026 0:00,22000000,18,0,,0.0,1.0,0,0,0,0,0
668268,2022-07-01,22/23,585,11,São Paulo,Arsenal,3500000,7000000.0,Marquinhos,4/7/2003 0:00,Brazil,Attack,175.0,12/31/2024 0:00,12000000,19,1,,1.0,0.0,0,0,0,0,0
134270,2022-01-31,21/22,1237,762,Brighton,Newcastle,15000000,3500000.0,Dan Burn,5/9/1992 0:00,England,Defender,198.0,6/30/2026 0:00,12000000,29,1,,1.0,0.0,4,0,1,0,1142
228645,2022-01-31,21/22,82,1132,VfL Wolfsburg,Burnley,17500000,20000000.0,Wout Weghorst,8/7/1992 0:00,Netherlands,Attack,197.0,6/30/2026 0:00,30000000,29,0,62.5,0.0,1.0,4,0,7,1,2071
354362,2022-01-31,21/22,506,148,Juventus,Tottenham,19000000,25000000.0,Rodrigo Bentancur,6/25/1997 0:00,Uruguay,Midfield,187.0,6/30/2026 0:00,50000000,24,1,250.0,0.0,1.0,1,0,0,3,1586
389253,2022-01-31,21/22,1247,11,Colorado,Arsenal,1800000,2000000.0,Auston Trusty,8/12/1998 0:00,United States,Defender,190.0,6/30/2029 0:00,10000000,23,1,,1.0,0.0,0,0,0,0,0
